"fecha";"Run Fondo";"serie";"1 mes";"3 meses";"6 meses";"1 año ";"ytd"
2023-03-12;"8806";I-APV;-0.65%;-1.12%;-0.52%;-1.06%;-1.34%
2023-03-13;"8806";I-APV;"0.30%";-0.44%;"0.26%";-0.21%;-0.49%
2023-03-14;"8806";I-APV;"0.33%";-0.47%;"0.07%";-0.23%;-0.59%
2023-03-15;"8806";I-APV;"0.77%";-0.07%;"0.36%";"0.36%";-0.34%
2023-03-16;"8806";I-APV;"0.76%";-0.02%;"0.31%";"0.42%";-0.39%
2023-03-17;"8806";I-APV;"0.91%";"0.18%";"0.51%";"0.78%";-0.18%
2023-03-18;"8806";I-APV;"0.91%";"0.19%";"0.52%";"0.91%";-0.17%
2023-03-19;"8806";I-APV;"0.92%";"0.44%";"0.53%";"0.92%";-0.15%
2023-03-20;"8806";I-APV;"1.00%";"0.71%";"0.60%";"1.04%";-0.03%
2023-03-21;"8806";I-APV;"1.23%";"0.85%";"0.94%";"1.07%";-0.03%
2023-03-22;"8806";I-APV;"1.13%";"0.71%";"1.18%";"1.10%";-0.15%
2023-03-23;"8806";I-APV;"1.33%";"0.99%";"1.79%";"1.31%";"0.08%"
2023-03-24;"8806";I-APV;"1.41%";"1.18%";"1.98%";"1.51%";"0.28%"
2023-03-25;"8806";I-APV;"1.41%";"1.19%";"1.98%";"1.56%";"0.29%"
2023-03-26;"8806";I-APV;"1.42%";"1.24%";"2.54%";"1.56%";"0.30%"
2023-03-27;"8806";I-APV;"1.06%";"0.89%";"2.81%";"1.28%";"0.03%"
2023-03-28;"8806";I-APV;"1.27%";"0.99%";"3.35%";"1.63%";"0.24%"
2023-03-29;"8806";I-APV;"1.34%";"0.98%";"3.59%";"1.58%";"0.31%"
2023-03-30;"8806";I-APV;"1.65%";"0.61%";"3.61%";"1.68%";"0.61%"
2023-03-31;"8806";I-APV;"1.75%";"0.71%";"3.71%";"1.23%";"0.71%"
2023-04-01;"8806";I-APV;"2.00%";"0.72%";"3.72%";"1.04%";"0.72%"
2023-04-02;"8806";I-APV;"2.16%";"0.73%";"3.73%";"1.04%";"0.73%"
2023-04-03;"8806";I-APV;"2.34%";"0.98%";"3.89%";"1.21%";"0.91%"
2023-04-04;"8806";I-APV;"2.22%";"0.81%";"3.95%";"0.87%";"0.80%"
2023-04-05;"8806";I-APV;"2.04%";"0.69%";"4.10%";"0.58%";"0.63%"
2023-04-06;"8806";I-APV;"2.49%";"1.05%";"4.86%";"0.99%";"1.00%"
2023-04-07;"8806";I-APV;"2.41%";"1.06%";"4.78%";"1.03%";"1.01%"
2023-04-08;"8806";I-APV;"2.58%";"1.07%";"4.79%";"0.61%";"1.02%"
2023-04-09;"8806";I-APV;"2.77%";"0.95%";"4.79%";"0.61%";"1.03%"
2023-04-10;"8806";I-APV;"2.14%";"0.60%";"4.48%";"0.33%";"0.75%"
2023-04-11;"8806";I-APV;"1.86%";"0.07%";"4.09%";-0.09%;"0.49%"
2023-04-12;"8806";I-APV;"1.69%";-0.32%;"3.99%";-0.17%;"0.33%"
2023-04-13;"8806";I-APV;"0.61%";-0.43%;"4.30%";-0.69%;"0.12%"
2023-04-14;"8806";I-APV;"0.71%";-0.45%;"4.14%";-0.98%;"0.11%"
2023-04-15;"8806";I-APV;"0.46%";-0.45%;"4.14%";-0.97%;"0.12%"
2023-04-16;"8806";I-APV;"0.51%";-0.38%;"4.14%";-0.96%;"0.12%"
2023-04-17;"8806";I-APV;"0.01%";-0.68%;"3.49%";-1.25%;-0.17%
2023-04-18;"8806";I-APV;-0.09%;-0.81%;"3.51%";-1.21%;-0.26%
2023-04-19;"8806";I-APV;-0.36%;-0.98%;"3.37%";-1.59%;-0.51%
2023-04-20;"8806";I-APV;-0.56%;-0.98%;"3.42%";-1.57%;-0.59%
2023-04-21;"8806";I-APV;-0.65%;-1.08%;"3.21%";-1.42%;-0.68%
2023-04-22;"8806";I-APV;-0.52%;-1.08%;"3.21%";-1.43%;-0.67%
2023-04-23;"8806";I-APV;-0.74%;-1.07%;"3.21%";-1.42%;-0.66%
2023-04-24;"8806";I-APV;-1.21%;-1.35%;"2.93%";-1.69%;-0.94%
2023-04-25;"8806";I-APV;-1.12%;-1.21%;"3.01%";-1.57%;-0.83%
2023-04-26;"8806";I-APV;-1.23%;-1.34%;"2.85%";-1.51%;-0.94%
2023-04-27;"8806";I-APV;-0.98%;-1.32%;"2.73%";-1.57%;-0.95%
2023-04-28;"8806";I-APV;-1.09%;-1.23%;"2.81%";-1.53%;-0.85%
2023-04-29;"8806";I-APV;-1.14%;-1.22%;"2.81%";-1.44%;-0.84%
2023-04-30;"8806";I-APV;-1.43%;-1.04%;"2.82%";-1.43%;-0.83%
2023-05-01;"8806";I-APV;-1.52%;-0.65%;"2.81%";-1.42%;-0.81%
2023-05-02;"8806";I-APV;-1.69%;-1.08%;"2.71%";-1.38%;-0.97%
2023-05-03;"8806";I-APV;-1.72%;-0.86%;"2.77%";-1.20%;-0.83%
2023-05-04;"8806";I-APV;-1.67%;-0.93%;"2.56%";-1.21%;-0.89%
2023-05-05;"8806";I-APV;-1.69%;-1.12%;"2.35%";-1.21%;-1.07%
2023-05-06;"8806";I-APV;-2.05%;-0.80%;"2.36%";-0.96%;-1.06%
2023-05-07;"8806";I-APV;-2.05%;-0.72%;"2.15%";-0.95%;-1.05%
2023-05-08;"8806";I-APV;-2.19%;-0.75%;"1.71%";-1.09%;-1.19%
2023-05-09;"8806";I-APV;-2.33%;-0.79%;"0.87%";-0.71%;-1.32%
2023-05-10;"8806";I-APV;-1.93%;-0.50%;"0.49%";-0.56%;-1.20%
2023-05-11;"8806";I-APV;-1.80%;-0.63%;"0.21%";-0.87%;-1.32%
2023-05-12;"8806";I-APV;-1.71%;-0.70%;"0.14%";-1.05%;-1.39%
2023-05-13;"8806";I-APV;-1.49%;-0.59%;"0.14%";-1.13%;-1.37%
2023-05-14;"8806";I-APV;-1.47%;-0.45%;-0.06%;-1.13%;-1.36%
2023-05-15;"8806";I-APV;-1.76%;-0.55%;-1.13%;-1.41%;-1.65%
2023-05-16;"8806";I-APV;-1.79%;-0.54%;-1.34%;-1.56%;-1.67%
2023-05-17;"8806";I-APV;-1.40%;-0.50%;-0.87%;-1.60%;-1.57%
2023-05-18;"8806";I-APV;-1.53%;-0.72%;-0.91%;-1.80%;-1.79%
2023-05-19;"8806";I-APV;-1.39%;-0.84%;-1.02%;-2.08%;-1.89%
2023-05-20;"8806";I-APV;-1.29%;-0.87%;-1.02%;-2.16%;-1.88%
2023-05-21;"8806";I-APV;-1.19%;-0.63%;-1.05%;-2.15%;-1.87%
2023-05-22;"8806";I-APV;-1.34%;-0.74%;-1.26%;-2.29%;-2.00%
2023-05-23;"8806";I-APV;-1.60%;-1.03%;-1.15%;-2.64%;-2.25%
2023-05-24;"8806";I-APV;-1.24%;-1.06%;-1.10%;-2.72%;-2.17%
2023-05-25;"8806";I-APV;-1.56%;-1.29%;-1.25%;-2.89%;-2.38%
2023-05-26;"8806";I-APV;-1.70%;-1.54%;-1.50%;-3.00%;-2.62%
2023-05-27;"8806";I-APV;-1.68%;-1.61%;-1.50%;-3.02%;-2.61%
2023-05-28;"8806";I-APV;-1.76%;-1.59%;-1.44%;-3.01%;-2.60%
2023-05-29;"8806";I-APV;-1.61%;-1.42%;-1.49%;-2.85%;-2.43%
2023-05-30;"8806";I-APV;-1.67%;-1.48%;-1.49%;-2.82%;-2.48%
2023-05-31;"8806";I-APV;-1.47%;-1.27%;-1.29%;-2.73%;-2.28%
2023-06-01;"8806";I-APV;-1.40%;-0.96%;-1.50%;-2.67%;-2.20%
2023-06-02;"8806";I-APV;-1.21%;-0.78%;-1.71%;-2.64%;-2.16%
2023-06-03;"8806";I-APV;-1.33%;-0.76%;-1.70%;-2.62%;-2.15%
2023-06-04;"8806";I-APV;-1.26%;-0.75%;-1.70%;-2.61%;-2.14%
2023-06-05;"8806";I-APV;-0.91%;-0.60%;-1.59%;-2.46%;-1.98%
2023-06-06;"8806";I-APV;-0.94%;-0.56%;-1.69%;-2.42%;-2.00%
2023-06-07;"8806";I-APV;-0.79%;-0.47%;-1.54%;-2.14%;-1.83%
2023-06-08;"8806";I-APV;-0.76%;-0.43%;-1.66%;-2.10%;-1.94%
2023-06-09;"8806";I-APV;-0.51%;-0.12%;-1.56%;-1.81%;-1.81%
2023-06-10;"8806";I-APV;-0.61%;-0.44%;-1.56%;-1.79%;-1.80%
2023-06-11;"8806";I-APV;-0.47%;-0.44%;-1.55%;-1.78%;-1.79%
2023-06-12;"8806";I-APV;-0.41%;-0.45%;-1.57%;-1.78%;-1.79%
2023-06-13;"8806";I-APV;-0.36%;-1.24%;-1.68%;-1.50%;-1.73%
2023-06-14;"8806";I-APV;-0.28%;-1.05%;-1.51%;-1.30%;-1.64%
2023-06-15;"8806";I-APV;"0.17%";-1.14%;-1.21%;-1.41%;-1.48%
2023-06-16;"8806";I-APV;"0.39%";-0.90%;-0.92%;-1.40%;-1.28%
2023-06-17;"8806";I-APV;"0.30%";-1.09%;-0.91%;-1.45%;-1.27%
2023-06-18;"8806";I-APV;"0.54%";-1.09%;-0.91%;-1.44%;-1.26%
2023-06-19;"8806";I-APV;"0.76%";-0.99%;-0.55%;-1.33%;-1.15%
2023-06-20;"8806";I-APV;"1.10%";-0.77%;-0.07%;-1.17%;-0.80%
2023-06-21;"8806";I-APV;"1.10%";-0.76%;"0.09%";-1.16%;-0.79%
2023-06-22;"8806";I-APV;"1.22%";-0.65%;"0.05%";-1.34%;-0.81%
2023-06-23;"8806";I-APV;"1.59%";-0.78%;"0.20%";-1.41%;-0.70%
2023-06-24;"8806";I-APV;"1.51%";-0.96%;"0.21%";-1.30%;-0.69%
2023-06-25;"8806";I-APV;"1.75%";-0.96%;"0.22%";-1.28%;-0.67%
2023-06-26;"8806";I-APV;"2.02%";-0.96%;"0.27%";-1.27%;-0.66%
2023-06-27;"8806";I-APV;"1.98%";-0.71%;"0.17%";-1.29%;-0.68%
2023-06-28;"8806";I-APV;"1.91%";-0.98%;"0.00%";-1.21%;-0.74%
2023-06-29;"8806";I-APV;"1.70%";-1.08%;-0.11%;-1.20%;-0.77%
2023-06-30;"8806";I-APV;"1.80%";-1.33%;-0.73%;-1.33%;-0.73%
2023-07-01;"8806";I-APV;"1.51%";-1.43%;-0.72%;-1.39%;-0.72%
2023-07-02;"8806";I-APV;"1.49%";-1.43%;-0.71%;-1.38%;-0.70%
2023-07-03;"8806";I-APV;"1.63%";-1.45%;-0.48%;-1.23%;-0.55%
2023-07-04;"8806";I-APV;"1.62%";-1.34%;-0.54%;-1.21%;-0.55%
2023-07-05;"8806";I-APV;"1.25%";-1.37%;-0.69%;-1.66%;-0.75%
2023-07-06;"8806";I-APV;"1.15%";-1.85%;-0.82%;-1.79%;-0.87%
2023-07-07;"8806";I-APV;"0.69%";-2.14%;-1.11%;-2.12%;-1.15%
2023-07-08;"8806";I-APV;"0.82%";-2.14%;-1.10%;-1.87%;-1.14%
2023-07-09;"8806";I-APV;"0.70%";-2.14%;-1.21%;-1.86%;-1.13%
2023-07-10;"8806";I-APV;"0.59%";-1.95%;-1.37%;-1.95%;-1.22%
2023-07-11;"8806";I-APV;"0.34%";-1.93%;-1.87%;-2.29%;-1.46%
2023-07-12;"8806";I-APV;"0.14%";-1.97%;-2.28%;-2.47%;-1.65%
2023-07-13;"8806";I-APV;"0.41%";-1.45%;-1.87%;-2.29%;-1.33%
2023-07-14;"8806";I-APV;"0.27%";-1.48%;-1.92%;-2.30%;-1.37%
2023-07-15;"8806";I-APV;"0.13%";-1.47%;-1.91%;-2.22%;-1.35%
2023-07-16;"8806";I-APV;-0.06%;-1.46%;-1.83%;-2.21%;-1.34%
2023-07-17;"8806";I-APV;"0.27%";-0.83%;-1.51%;-1.88%;-1.00%
2023-07-18;"8806";I-APV;"0.24%";-0.77%;-1.57%;-2.23%;-1.02%
2023-07-19;"8806";I-APV;"0.13%";-0.51%;-1.48%;-2.19%;-1.01%
2023-07-20;"8806";I-APV;-0.32%;-0.53%;-1.50%;-2.26%;-1.11%
2023-07-21;"8806";I-APV;-0.45%;-0.56%;-1.63%;-2.35%;-1.23%
2023-07-22;"8806";I-APV;-0.42%;-0.55%;-1.62%;-2.38%;-1.22%
2023-07-23;"8806";I-APV;-0.51%;-0.55%;-1.61%;-2.37%;-1.20%
2023-07-24;"8806";I-APV;-0.55%;-0.30%;-1.64%;-2.41%;-1.24%
2023-07-25;"8806";I-APV;-0.50%;-0.34%;-1.54%;-2.42%;-1.17%
2023-07-26;"8806";I-APV;-0.58%;-0.30%;-1.63%;-2.49%;-1.23%
2023-07-27;"8806";I-APV;-0.45%;-0.18%;-1.50%;-2.16%;-1.13%
2023-07-28;"8806";I-APV;-0.21%;-0.10%;-1.33%;-2.16%;-0.95%
2023-07-29;"8806";I-APV;-0.17%;-0.10%;-1.32%;-2.28%;-0.94%
2023-07-30;"8806";I-APV;-0.20%;-0.10%;-1.13%;-2.27%;-0.92%
2023-07-31;"8806";I-APV;"0.21%";"0.31%";-0.34%;-1.87%;-0.52%
2023-01-31;"9074";APV;-0.24%;"2.30%";-2.94%;-0.18%;-0.24%
2023-02-01;"9074";APV;-0.21%;"2.33%";-2.89%;-0.35%;-0.21%
2023-02-02;"9074";APV;-0.01%;"2.48%";-2.85%;-0.13%;-0.01%
2023-02-03;"9074";APV;-0.07%;"2.32%";-2.78%;-0.23%;-0.12%
2023-02-04;"9074";APV;-0.05%;"2.18%";-2.76%;-0.28%;-0.12%
2023-02-05;"9074";APV;"0.09%";"2.18%";-2.49%;-0.28%;-0.11%
2023-02-06;"9074";APV;-0.26%;"1.84%";-2.81%;-0.61%;-0.44%
2023-02-07;"9074";APV;-0.27%;"1.64%";-2.83%;-0.57%;-0.45%
2023-02-08;"9074";APV;-0.25%;"1.26%";-2.88%;-0.83%;-0.44%
2023-02-09;"9074";APV;-0.34%;"0.57%";-2.88%;-0.77%;-0.50%
2023-02-10;"9074";APV;-0.69%;-0.12%;-3.18%;-0.92%;-0.70%
2023-02-11;"9074";APV;-0.93%;-0.26%;-3.03%;-0.69%;-0.69%
2023-02-12;"9074";APV;-1.19%;-0.27%;-2.85%;-0.69%;-0.69%
2023-02-13;"9074";APV;-1.18%;-0.39%;-2.98%;-0.81%;-0.81%
2023-02-14;"9074";APV;-1.21%;-0.46%;-3.00%;-1.02%;-0.84%
2023-02-15;"9074";APV;-1.29%;-1.32%;-3.08%;-0.88%;-0.91%
2023-02-16;"9074";APV;-1.19%;-1.40%;-2.66%;-0.68%;-0.86%
2023-02-17;"9074";APV;-1.20%;-0.97%;-2.24%;-0.63%;-0.82%
2023-02-18;"9074";APV;-1.19%;-0.93%;-1.83%;-0.65%;-0.82%
2023-02-19;"9074";APV;-1.12%;-0.93%;-1.52%;-0.65%;-0.82%
2023-02-20;"9074";APV;-0.87%;-0.84%;-1.43%;-0.56%;-0.73%
2023-02-21;"9074";APV;-1.13%;-1.44%;-1.68%;-0.75%;-0.97%
2023-02-22;"9074";APV;-1.13%;-1.48%;-1.25%;-0.76%;-0.97%
2023-02-23;"9074";APV;-1.30%;-1.31%;-1.15%;-1.01%;-0.98%
2023-02-24;"9074";APV;-1.25%;-1.30%;-1.16%;-1.21%;-0.94%
2023-02-25;"9074";APV;-1.19%;-1.16%;-1.08%;-1.20%;-0.93%
2023-02-26;"9074";APV;-1.20%;-1.16%;-1.28%;-1.20%;-0.93%
2023-02-27;"9074";APV;-1.10%;-1.11%;-1.23%;-1.15%;-0.87%
2023-02-28;"9074";APV;-1.07%;-0.99%;-1.20%;-1.12%;-0.84%
2023-03-01;"9074";APV;-0.78%;-1.47%;-1.37%;-1.66%;-0.99%
2023-03-02;"9074";APV;-1.17%;-1.92%;-1.96%;-1.94%;-1.18%
2023-03-03;"9074";APV;-1.05%;-1.91%;-1.95%;-1.93%;-1.17%
2023-03-04;"9074";APV;-1.06%;-1.91%;-1.95%;-2.09%;-1.17%
2023-03-05;"9074";APV;-1.06%;-1.91%;-2.26%;-2.09%;-1.17%
2023-03-06;"9074";APV;-0.77%;-1.78%;-2.07%;-2.13%;-1.21%
2023-03-07;"9074";APV;-0.69%;-1.53%;-1.54%;-2.44%;-1.14%
2023-03-08;"9074";APV;-0.80%;-1.62%;-1.53%;-2.41%;-1.23%
2023-03-09;"9074";APV;-0.88%;-1.86%;-1.50%;-2.69%;-1.37%
2023-03-10;"9074";APV;-0.41%;-1.59%;-1.24%;-2.83%;-1.11%
2023-03-11;"9074";APV;-0.41%;-1.58%;-1.24%;-2.75%;-1.10%
2023-03-12;"9074";APV;-0.40%;-1.49%;-1.15%;-2.74%;-1.09%
2023-03-13;"9074";APV;"0.34%";-1.05%;-0.62%;-2.14%;-0.47%
2023-03-14;"9074";APV;"0.25%";-1.21%;-0.79%;-2.15%;-0.59%
2023-03-15;"9074";APV;"0.57%";-0.81%;-0.46%;-1.50%;-0.34%
2023-03-16;"9074";APV;"0.53%";-0.62%;-0.46%;-1.38%;-0.34%
2023-03-17;"9074";APV;"0.61%";-0.50%;-0.34%;-1.11%;-0.22%
2023-03-18;"9074";APV;"0.62%";-0.49%;-0.33%;-1.02%;-0.21%
2023-03-19;"9074";APV;"0.62%";-0.23%;-0.33%;-1.01%;-0.20%
2023-03-20;"9074";APV;"0.63%";-0.10%;-0.28%;-0.92%;-0.10%
2023-03-21;"9074";APV;"0.83%";"0.01%";-0.08%;-0.95%;-0.15%
2023-03-22;"9074";APV;"0.78%";-0.02%;"0.36%";-0.91%;-0.20%
2023-03-23;"9074";APV;"1.00%";"0.21%";"0.68%";-0.73%;"0.01%"
2023-03-24;"9074";APV;"1.16%";"0.41%";"0.89%";-0.53%;"0.22%"
2023-03-25;"9074";APV;"1.17%";"0.42%";"0.89%";-0.49%;"0.23%"
2023-03-26;"9074";APV;"1.18%";"0.56%";"1.51%";-0.48%;"0.24%"
2023-03-27;"9074";APV;"0.90%";"0.22%";"1.93%";-0.71%;"0.01%"
2023-03-28;"9074";APV;"1.04%";"0.30%";"2.48%";-0.44%;"0.19%"
2023-03-29;"9074";APV;"1.04%";"0.26%";"2.65%";-0.63%;"0.20%"
2023-03-30;"9074";APV;"1.28%";"0.44%";"2.87%";-0.53%;"0.44%"
2023-03-31;"9074";APV;"1.34%";"0.49%";"2.93%";-0.99%;"0.49%"
2023-04-01;"9074";APV;"1.51%";"0.50%";"2.93%";-1.24%;"0.50%"
2023-04-02;"9074";APV;"1.72%";"0.51%";"2.94%";-1.23%;"0.51%"
2023-04-03;"9074";APV;"1.91%";"0.77%";"3.18%";-1.04%;"0.71%"
2023-04-04;"9074";APV;"1.77%";"0.64%";"3.26%";-1.41%;"0.58%"
2023-04-05;"9074";APV;"1.61%";"0.62%";"3.38%";-1.67%;"0.42%"
2023-04-06;"9074";APV;"1.87%";"0.83%";"4.04%";-1.42%;"0.64%"
2023-04-07;"9074";APV;"1.81%";"0.84%";"4.07%";-1.39%;"0.65%"
2023-04-08;"9074";APV;"1.92%";"0.84%";"4.08%";-1.82%;"0.66%"
2023-04-09;"9074";APV;"2.07%";"0.83%";"4.08%";-1.82%;"0.67%"
2023-04-10;"9074";APV;"1.57%";"0.46%";"3.85%";-2.03%;"0.45%"
2023-04-11;"9074";APV;"1.33%";-0.02%;"3.41%";-2.39%;"0.22%"
2023-04-12;"9074";APV;"1.19%";-0.41%;"3.27%";-2.48%;"0.09%"
2023-04-13;"9074";APV;"0.58%";-0.27%;"3.14%";-2.80%;"0.10%"
2023-04-14;"9074";APV;"0.63%";-0.35%;"2.81%";-3.18%;"0.03%"
2023-04-15;"9074";APV;"0.38%";-0.35%;"2.81%";-3.18%;"0.03%"
2023-04-16;"9074";APV;"0.37%";-0.30%;"2.80%";-3.18%;"0.03%"
2023-04-17;"9074";APV;"0.02%";-0.58%;"2.29%";-3.40%;-0.20%
2023-04-18;"9074";APV;-0.11%;-0.69%;"2.19%";-3.43%;-0.32%
2023-04-19;"9074";APV;-0.36%;-0.86%;"2.12%";-3.75%;-0.56%
2023-04-20;"9074";APV;-0.46%;-0.71%;"2.29%";-3.62%;-0.56%
2023-04-21;"9074";APV;-0.54%;-0.84%;"2.05%";-3.54%;-0.69%
2023-04-22;"9074";APV;-0.49%;-0.85%;"2.04%";-3.60%;-0.69%
2023-04-23;"9074";APV;-0.70%;-1.01%;"2.04%";-3.61%;-0.69%
2023-04-24;"9074";APV;-1.07%;-1.17%;"1.95%";-3.76%;-0.85%
2023-04-25;"9074";APV;-0.92%;-0.96%;"2.01%";-3.65%;-0.70%
2023-04-26;"9074";APV;-1.00%;-1.03%;"1.86%";-3.60%;-0.76%
2023-04-27;"9074";APV;-0.92%;-1.13%;"1.65%";-3.81%;-0.91%
2023-04-28;"9074";APV;-1.02%;-1.07%;"1.71%";-3.72%;-0.83%
2023-04-29;"9074";APV;-1.03%;-1.07%;"1.70%";-3.55%;-0.83%
2023-04-30;"9074";APV;-1.26%;-0.92%;"1.70%";-3.55%;-0.83%
2023-05-01;"9074";APV;-1.33%;-0.62%;"1.69%";-3.55%;-0.83%
2023-05-02;"9074";APV;-1.35%;-0.83%;"1.63%";-3.33%;-0.84%
2023-05-03;"9074";APV;-1.44%;-0.61%;"1.69%";-3.17%;-0.73%
2023-05-04;"9074";APV;-1.39%;-0.70%;"1.46%";-3.12%;-0.81%
2023-05-05;"9074";APV;-1.38%;-0.86%;"1.30%";-3.04%;-0.96%
2023-05-06;"9074";APV;-1.60%;-0.53%;"1.30%";-2.78%;-0.96%
2023-05-07;"9074";APV;-1.61%;-0.52%;"1.11%";-2.78%;-0.97%
2023-05-08;"9074";APV;-1.79%;-0.71%;"0.54%";-2.96%;-1.14%
2023-05-09;"9074";APV;-2.03%;-0.88%;-0.31%;-2.76%;-1.37%
2023-05-10;"9074";APV;-1.70%;-0.57%;-0.69%;-2.68%;-1.26%
2023-05-11;"9074";APV;-1.49%;-0.59%;-0.85%;-2.84%;-1.28%
2023-05-12;"9074";APV;-1.51%;-0.74%;-1.00%;-3.06%;-1.42%
2023-05-13;"9074";APV;-1.52%;-0.61%;-1.00%;-3.10%;-1.41%
2023-05-14;"9074";APV;-1.44%;-0.57%;-1.03%;-3.10%;-1.41%
2023-05-15;"9074";APV;-1.68%;-0.74%;-2.05%;-3.33%;-1.65%
2023-05-16;"9074";APV;-1.66%;-0.77%;-2.17%;-3.36%;-1.63%
2023-05-17;"9074";APV;-1.29%;-0.67%;-1.63%;-3.33%;-1.49%
